rank,artist_name,playcount,artist_url,artist_mbid
251,Wings,31,https://www.last.fm/music/Wings,212ce99e-bfdc-4bd2-a3d9-d44de2ec2679
252,Dave Rowntree,30,https://www.last.fm/music/Dave+Rowntree,6fca9aa3-8e72-40c0-bac9-7c4b73c9786e
253,Joe Cocker,30,https://www.last.fm/music/Joe+Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb
254,Los Toreros Muertos,30,https://www.last.fm/music/Los+Toreros+Muertos,49608d4c-f37b-4048-a865-de391a72083b
255,Molotov,30,https://www.last.fm/music/Molotov,4f8916d6-a7d2-43e9-96b6-ce3168c39c84
256,Chet Baker,29,https://www.last.fm/music/Chet+Baker,1ba1d493-7114-45e2-b163-a36d49a0c065
257,Clawfinger,29,https://www.last.fm/music/Clawfinger,f16d25c6-556f-42f9-b648-5f48a8f96ec2
258,Nino Bravo,29,https://www.last.fm/music/Nino+Bravo,2b5e746c-f565-4a29-9fae-ed1d914e9070
259,Interpol,28,https://www.last.fm/music/Interpol,
260,The Coral,28,https://www.last.fm/music/The+Coral,3b1c66fb-98ad-417f-b01e-49baf37f06a3
261,The Cranberries,28,https://www.last.fm/music/The+Cranberries,c98d40fd-f6cf-4b26-883e-eaa515ee2851
262,Bad Religion,27,https://www.last.fm/music/Bad+Religion,149e6720-4e4a-41a4-afca-6d29083fc091
263,Hard-Fi,27,https://www.last.fm/music/Hard-Fi,
264,Rocket Juice & The Moon,26,https://www.last.fm/music/Rocket+Juice+&+The+Moon,
265,Small Faces,26,https://www.last.fm/music/Small+Faces,7771a68c-ef6a-400f-978d-64050d45a54c
266,Wu-Tang Clan,26,https://www.last.fm/music/Wu-Tang+Clan,
267,Australian Blonde,25,https://www.last.fm/music/Australian+Blonde,f8569f1a-ee2c-4d6d-b6b7-47f7156fc06c
268,De La Soul,25,https://www.last.fm/music/De+La+Soul,a8ebde98-7e91-46c7-992c-90039ba42017
269,Incubus,25,https://www.last.fm/music/Incubus,
270,Nine Inch Nails,25,https://www.last.fm/music/Nine+Inch+Nails,b7ffd2af-418f-4be2-bdd1-22f8b48613da
271,Parálisis Permanente,25,https://www.last.fm/music/Par%C3%A1lisis+Permanente,8b4d7237-5ec8-4201-a702-4b95819d3890
272,Television,25,https://www.last.fm/music/Television,490bde43-5edb-4a93-b3b3-7a0465fd8909
273,The Flaming Lips,25,https://www.last.fm/music/The+Flaming+Lips,1f43d76f-8edf-44f6-aaf1-b65f05ad9402
274,Yes,25,https://www.last.fm/music/Yes,8353f93f-163e-48c2-bb75-9f18987a3d46
275,Anthrax,24,https://www.last.fm/music/Anthrax,
276,Belle and Sebastian,24,https://www.last.fm/music/Belle+and+Sebastian,e5c7b94f-e264-473c-bb0f-37c85d4d5c70
277,PJ Harvey,24,https://www.last.fm/music/PJ+Harvey,e795e03d-b5d5-4a5f-834d-162cfb308a2c
278,Saint Etienne,24,https://www.last.fm/music/Saint+Etienne,3997d4a6-c2bd-4191-8406-eb07f0abb5d2
279,Temples,24,https://www.last.fm/music/Temples,1916fc94-bf9c-4ba2-90b0-22ebb5444d57
280,Tricky,24,https://www.last.fm/music/Tricky,5bf64d94-efd9-4334-96fd-e6197b0b02b8
281,Yeah Yeah Yeahs,24,https://www.last.fm/music/Yeah+Yeah+Yeahs,584c04d2-4acc-491b-8a0a-e63133f4bfc4
282,Crowded House,23,https://www.last.fm/music/Crowded+House,9854d99f-d954-4c0f-9ae5-58a0cdd885f5
283,The Delgados,23,https://www.last.fm/music/The+Delgados,d629843e-d2b9-4665-a203-19f9c7f811ef
284,Travis,23,https://www.last.fm/music/Travis,
285,Eric Clapton,22,https://www.last.fm/music/Eric+Clapton,618b6900-0618-4f1e-b835-bccb17f84294
286,Genesis,22,https://www.last.fm/music/Genesis,
287,Korn,22,https://www.last.fm/music/Korn,ac865b2e-bba8-4f5a-8756-dd40d5e39f46
288,Neil Young,22,https://www.last.fm/music/Neil+Young,75167b8b-44e4-407b-9d35-effe87b223cf
289,Ride,22,https://www.last.fm/music/Ride,3f575ecd-627d-4f08-a89f-abd46d469c7e
290,Rory Gallagher,21,https://www.last.fm/music/Rory+Gallagher,
291,Slayer,21,https://www.last.fm/music/Slayer,bdacc37b-8633-4bf8-9dd5-4662ee651aec
292,Cicatriz,20,https://www.last.fm/music/Cicatriz,c5e7b4c8-d568-4e58-adb7-53e4b495c37e
293,Grateful Dead,20,https://www.last.fm/music/Grateful+Dead,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6
294,Spandau Ballet,20,https://www.last.fm/music/Spandau+Ballet,4c0d9acf-a8a1-4765-9c56-05f92f68c048
295,Frank Zappa,19,https://www.last.fm/music/Frank+Zappa,e20747e7-55a4-452e-8766-7b985585082d
296,Leonard Cohen,19,https://www.last.fm/music/Leonard+Cohen,65314b12-0e08-43fa-ba33-baaa7b874c15
297,King Crimson,18,https://www.last.fm/music/King+Crimson,b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3
298,Robbie Dupree,18,https://www.last.fm/music/Robbie+Dupree,4981fd19-16b6-4393-ae72-3f6e427ed677
299,Soundgarden,18,https://www.last.fm/music/Soundgarden,153c9281-268f-4cf3-8938-f5a4593e5df4
300,Vampire Weekend,18,https://www.last.fm/music/Vampire+Weekend,af37c51c-0790-4a29-b995-456f98a6b8c9
301,Wilco,18,https://www.last.fm/music/Wilco,9e53f84d-ef44-4c16-9677-5fd4d78cbd7d
302,Adriano Celentano,17,https://www.last.fm/music/Adriano+Celentano,d2b50525-1111-4906-aab6-4553f035f679
303,El Club de los Poetas Violentos,17,https://www.last.fm/music/El+Club+de+los+Poetas+Violentos,aef2fa36-6ab2-46d7-a65b-daf16d5d25e6
304,Reincidentes,17,https://www.last.fm/music/Reincidentes,47a40555-4df7-41f5-a4a5-6033b198a3e3
305,Cat Stevens,16,https://www.last.fm/music/Cat+Stevens,e2345fdf-2be7-47c5-a6dd-be64353ad134
306,Fatboy Slim,16,https://www.last.fm/music/Fatboy+Slim,34c63966-445c-4613-afe1-4f0e1e53ae9a
307,Glasvegas,16,https://www.last.fm/music/Glasvegas,da785f6e-86e2-4efa-aca6-6c3cbd15d91c
308,Johnny Cash,16,https://www.last.fm/music/Johnny+Cash,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86
309,Limp Bizkit,16,https://www.last.fm/music/Limp+Bizkit,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c
310,Rancid,16,https://www.last.fm/music/Rancid,24f8d8a5-269b-475c-a1cb-792990b0b2ee
311,Beastie Boys,15,https://www.last.fm/music/Beastie+Boys,9beb62b2-88db-4cea-801e-162cd344ee53
312,Terrorvision,15,https://www.last.fm/music/Terrorvision,d2038f68-9325-42d3-a06c-5198aac24752
313,The Stooges,15,https://www.last.fm/music/The+Stooges,794c6bf2-3241-416f-9b8f-24e2d84a1c4b
314,Boikot,14,https://www.last.fm/music/Boikot,e8c70743-2890-402b-bc49-539b609a33bb
315,La Habitación Roja,14,https://www.last.fm/music/La+Habitaci%C3%B3n+Roja,371a92b1-11a6-477b-afb1-9beb11d29550
316,Morcheeba,14,https://www.last.fm/music/Morcheeba,067102ea-9519-4622-9077-57ca4164cfbb
317,Babyshambles,13,https://www.last.fm/music/Babyshambles,8e1e03fe-ebbc-467a-b541-857144db10fb
318,Beady Eye,13,https://www.last.fm/music/Beady+Eye,a0e10984-0eca-4920-a171-5fd7a62ee069
319,Death Cab for Cutie,13,https://www.last.fm/music/Death+Cab+for+Cutie,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6
320,Def Leppard,13,https://www.last.fm/music/Def+Leppard,7249b899-8db8-43e7-9e6e-22f1e736024e
321,Jarabe de Palo,13,https://www.last.fm/music/Jarabe+de+Palo,38b511a2-76fa-4a1e-9b7a-e2a6efa6399b
322,Lush,13,https://www.last.fm/music/Lush,
323,Madonna,13,https://www.last.fm/music/Madonna,79239441-bfd5-4981-a70c-55c3f15c1287
324,Texas,13,https://www.last.fm/music/Texas,7289d10d-d8d2-41ff-8308-c56ec9346e07
325,Thom Yorke,13,https://www.last.fm/music/Thom+Yorke,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b
326,Bill Evans,12,https://www.last.fm/music/Bill+Evans,
327,Moloko,12,https://www.last.fm/music/Moloko,2f94016a-3880-4d8c-9af9-0e197ee77189
328,Talk Talk,12,https://www.last.fm/music/Talk+Talk,a74f43e4-50c4-4b19-a2ce-c05ce9bccb03
329,Al Green,11,https://www.last.fm/music/Al+Green,fb7272ba-f130-4f0a-934d-6eeea4c18c9a
330,Barry White,11,https://www.last.fm/music/Barry+White,b904d624-9e05-4398-8f4f-88fbcf022f79
331,Carlos Berlanga,11,https://www.last.fm/music/Carlos+Berlanga,a65eea73-f2a8-4964-aba3-d0ee5edf2028
332,Deftones,11,https://www.last.fm/music/Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46
333,Hole,11,https://www.last.fm/music/Hole,
334,Johnny Marr,11,https://www.last.fm/music/Johnny+Marr,ff621094-2a76-401f-8398-b75b5fd2be24
335,King Diamond,11,https://www.last.fm/music/King+Diamond,00565b31-14a3-4913-bd22-385eb40dd13c
336,Obus,11,https://www.last.fm/music/Obus,
337,Papa Roach,11,https://www.last.fm/music/Papa+Roach,c5eb9407-caeb-4303-b383-6929aa94021c
338,Rinôçérôse,11,https://www.last.fm/music/Rin%C3%B4%C3%A7%C3%A9r%C3%B4se,68179c0f-792c-407c-8b51-fc2f1b72be91
339,Stone Temple Pilots,11,https://www.last.fm/music/Stone+Temple+Pilots,8c32bb01-58a3-453b-8050-8c0620edb0e5
340,Al Stewart,10,https://www.last.fm/music/Al+Stewart,47a27727-4e8c-4c77-8532-ae94ccd37c68
341,Alaska y Dinarama,10,https://www.last.fm/music/Alaska+y+Dinarama,32e5def8-6668-4459-bf21-643c0bde0de8
342,Andy Gibb,10,https://www.last.fm/music/Andy+Gibb,f1d174fc-6bd9-41fe-b4c8-972ab578fb5c
343,The Fratellis,10,https://www.last.fm/music/The+Fratellis,f4ad883e-9a92-45ed-a540-a49c2d1c36dd
344,The Wallflowers,10,https://www.last.fm/music/The+Wallflowers,d9c90718-d54d-4ccf-a92e-37a5415ce299
345,Blind Guardian,9,https://www.last.fm/music/Blind+Guardian,7fa7fc04-1011-4876-8095-ecd232edea87
346,Chic,9,https://www.last.fm/music/Chic,a4ed036b-5f18-439c-b1e1-96d205bab255
347,David Shire,9,https://www.last.fm/music/David+Shire,b2283bca-ced1-4856-9cc6-a94b271062f5
348,Derribos Arias,9,https://www.last.fm/music/Derribos+Arias,99e62a7d-6ad2-41e5-af11-863fce599d91
349,Frankie Valli,9,https://www.last.fm/music/Frankie+Valli,3c714102-94d8-42f4-9005-fb8a75c2766d
350,Golpes Bajos,9,https://www.last.fm/music/Golpes+Bajos,e426b3ad-8b2a-4641-8035-c46a100eeaed
351,Los Coronas,9,https://www.last.fm/music/Los+Coronas,420a794b-2454-4230-bccb-6ef4b3043df5
352,Mecano,9,https://www.last.fm/music/Mecano,
353,Sylvester,9,https://www.last.fm/music/Sylvester,4d3b710b-a5f0-4772-97db-f09e47fbc6d8
354,The O'Jays,9,https://www.last.fm/music/The+O%27Jays,8153c6ef-026c-481f-b081-974f2c948d9f
355,Tom Jones,9,https://www.last.fm/music/Tom+Jones,57c6f649-6cde-48a7-8114-2a200247601a
356,Yann Tiersen,9,https://www.last.fm/music/Yann+Tiersen,12d432a3-feb0-49b1-a107-d20751880764
357,Black Harmony,8,https://www.last.fm/music/Black+Harmony,
358,The Yardbirds,8,https://www.last.fm/music/The+Yardbirds,191de76f-a224-445d-b041-54df16d65bf7
359,John Travolta,7,https://www.last.fm/music/John+Travolta,94f4c61e-5cf3-4cba-ab3e-9bd5be99f6ab
360,The Doobie Brothers,7,https://www.last.fm/music/The+Doobie+Brothers,588dea29-eea3-456b-a815-3ee04f75c8e7
361,Violadores del Verso,7,https://www.last.fm/music/Violadores+del+Verso,43706fe2-bf24-4b1b-8d0b-28f8439b3d55
362,Sha Na Na,6,https://www.last.fm/music/Sha+Na+Na,86aa8b2d-be7e-489c-a1b7-80e814fb6815
363,Sid Vicious,6,https://www.last.fm/music/Sid+Vicious,637504e3-be95-4005-83ee-3ebb91f9fcf9
364,The Trammps,6,https://www.last.fm/music/The+Trammps,8799413d-7df8-4eb9-8542-af8cea6b0feb
365,Dick Dale,5,https://www.last.fm/music/Dick+Dale,cc6115aa-379c-4133-9f46-5743a4a341d0
366,João Gilberto,5,https://www.last.fm/music/Jo%C3%A3o+Gilberto,286ec4c2-b5ca-4f85-b331-280a6d73dd14
367,Kool & the Gang,5,https://www.last.fm/music/Kool+&+the+Gang,2469950a-f0ca-425a-bfbc-baf55ea3afde
368,Mika,5,https://www.last.fm/music/Mika,
369,New Radicals,5,https://www.last.fm/music/New+Radicals,09a6ae88-7589-4ab2-b10c-dd50ebd526a0
370,Obús,5,https://www.last.fm/music/Ob%C3%BAs,6de071b1-e801-4ef6-926a-ebb8e9eea0b8
371,Sylvia Telles,5,https://www.last.fm/music/Sylvia+Telles,3808f065-7214-4a9d-a97b-16873cdd4442
372,The Byrds,5,https://www.last.fm/music/The+Byrds,2819834e-4e08-47b0-a2c4-b7672318e8f0
373,Ariel Rot,4,https://www.last.fm/music/Ariel+Rot,86c4c7dd-5289-4c49-aee2-28318a70984b
374,B.J. Thomas,4,https://www.last.fm/music/B.J.+Thomas,42a19448-ff60-4fd2-9d10-959bf2000729
375,Eminem,4,https://www.last.fm/music/Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
376,José Luis Perales,4,https://www.last.fm/music/Jos%C3%A9+Luis+Perales,86845ceb-170e-4bc2-9006-cb360867d04b
377,Les Paul & Mary Ford,4,https://www.last.fm/music/Les+Paul+&+Mary+Ford,7ee21fe4-f337-4a74-aebf-a69fc91809c5
378,Peor Impossible,4,https://www.last.fm/music/Peor+Impossible,db96ef6a-186b-4cbd-8a92-07ce06ea47b8
379,Simon & Garfunkel,4,https://www.last.fm/music/Simon+&+Garfunkel,5d02f264-e225-41ff-83f7-d9b1f0b1874a
380,Sleaford Mods,4,https://www.last.fm/music/Sleaford+Mods,09d8290b-6ada-422f-8ce3-19349fb1c15d
381,Cindy Bullens,3,https://www.last.fm/music/Cindy+Bullens,41780c1c-a572-410d-873f-ee74c93d3d10
382,Ennio Morricone,3,https://www.last.fm/music/Ennio+Morricone,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
383,KC and The Sunshine Band,3,https://www.last.fm/music/KC+and+The+Sunshine+Band,76a5a114-ed6a-4eb6-8a81-ad5768d4b41c
384,MFSB,3,https://www.last.fm/music/MFSB,f5e66486-4481-4ebf-b1f9-f87ebabf5897
385,Ralph MacDonald,3,https://www.last.fm/music/Ralph+MacDonald,b6be6ceb-f776-460f-a145-212fa306baa1
386,Tavares,3,https://www.last.fm/music/Tavares,08b2c88f-6c13-419b-a4f5-182cc3738e49
387,The Dandy Warhols,3,https://www.last.fm/music/The+Dandy+Warhols,5f572b31-8fd9-45ae-9beb-358c98d839df
388,The Lemonheads,3,https://www.last.fm/music/The+Lemonheads,58a53082-a629-4ff1-a44d-7492d6f6e8fb
389,The Lovin' Spoonful,3,https://www.last.fm/music/The+Lovin%27+Spoonful,abc08d4f-4e3c-4b5a-b1e8-d324cd6a2f92
390,Walter Murphy,3,https://www.last.fm/music/Walter+Murphy,c48af196-bab1-4505-9256-0922adac0fe2
391,Yvonne Elliman,3,https://www.last.fm/music/Yvonne+Elliman,62b9eb3e-c470-462d-8d63-9b6cbac13d62
392,Brothers Johnson,2,https://www.last.fm/music/Brothers+Johnson,
393,Chuck Berry,2,https://www.last.fm/music/Chuck+Berry,592a3b6d-c42b-4567-99c9-ecf63bd66499
394,JAY-Z,2,https://www.last.fm/music/JAY-Z,
395,Jim Jacobs,2,https://www.last.fm/music/Jim+Jacobs,8a776dbe-8be6-4319-9cdd-09cfbfb6a3d9
396,Lilys,2,https://www.last.fm/music/Lilys,50ad1cde-1536-4268-a55f-e47a7b8280ab
397,Los Sencillos,2,https://www.last.fm/music/Los+Sencillos,bdf0da5a-7723-4ad4-85f5-3de6b26e35b4
398,Olivia Newton-John,2,https://www.last.fm/music/Olivia+Newton-John,
399,Rick Nelson,2,https://www.last.fm/music/Rick+Nelson,0b511854-c21c-4af1-9c31-e3fc178ded61
400,Rosa Anschütz,2,https://www.last.fm/music/Rosa+Ansch%C3%BCtz,f2c61f11-9c3d-4840-ab44-9e2364f0827e
401,Stereophonics,2,https://www.last.fm/music/Stereophonics,0bfba3d3-6a04-4779-bb0a-df07df5b0558
402,The Tornadoes,2,https://www.last.fm/music/The+Tornadoes,d557c4bb-253c-4f3b-967f-b6fef3e6db37
403,A Tribe Called Quest,1,https://www.last.fm/music/A+Tribe+Called+Quest,9689aa5a-4471-4fb4-9721-07cecda0fa9f
404,Alaska y Los Pegamoides,1,https://www.last.fm/music/Alaska+y+Los+Pegamoides,d7a16aab-6822-4d14-985e-8f87a2602051
405,Alizzz,1,https://www.last.fm/music/Alizzz,a4238edc-daf9-42ed-917b-dd586f91c269
406,Aphex Twin,1,https://www.last.fm/music/Aphex+Twin,f22942a1-6f70-4f48-866e-238cb2308fbd
407,Black Grape,1,https://www.last.fm/music/Black+Grape,2f6d511c-0bcd-4926-b363-a98848f63edd
408,blink-182,1,https://www.last.fm/music/blink-182,
409,Bruce Willis,1,https://www.last.fm/music/Bruce+Willis,a60fa7b7-ec5c-4c0a-bec2-f1e2ae8eb4f3
410,Carlos Lyra,1,https://www.last.fm/music/Carlos+Lyra,2674d9a0-7647-4220-8c10-6d8d0c9677d9
411,Cornershop,1,https://www.last.fm/music/Cornershop,92046be7-0927-4835-a4ed-a90416747d53
412,Cypress Hill,1,https://www.last.fm/music/Cypress+Hill,51508c1f-8d07-4a00-9cf1-26c570fe7b78
413,Duane Whitaker,1,https://www.last.fm/music/Duane+Whitaker,
414,Dusty Springfield,1,https://www.last.fm/music/Dusty+Springfield,b896aa8c-2761-40ce-b485-0e1fffd26167
415,El Aviador Dro,1,https://www.last.fm/music/El+Aviador+Dro,c30cc8a0-2312-4332-9117-d0e6d77b4c65
416,Frankie Avalon,1,https://www.last.fm/music/Frankie+Avalon,a21c1636-c622-48b7-bf6a-d9032645aa55
417,Groove Armada,1,https://www.last.fm/music/Groove+Armada,35723b60-732e-4bd8-957f-320b416e7b7f
418,Happy Mondays,1,https://www.last.fm/music/Happy+Mondays,01f4fb92-6bf0-4de5-83dc-3fe194e763bf
419,Helloween,1,https://www.last.fm/music/Helloween,765774a0-2060-469b-8b7d-612eea48579b
420,Ian Brown,1,https://www.last.fm/music/Ian+Brown,182d5d8a-94c7-4ef4-8222-a1838353a37b
421,Justice,1,https://www.last.fm/music/Justice,
422,Kenickie,1,https://www.last.fm/music/Kenickie,74522ae6-9ddd-4a88-a821-fa5e702bfdab
423,Leftfield,1,https://www.last.fm/music/Leftfield,369fbad4-6fa4-4dae-9842-a69826cd359d
424,Link Wray & His Wraymen,1,https://www.last.fm/music/Link+Wray+&+His+Wraymen,
425,Longpigs,1,https://www.last.fm/music/Longpigs,a7378d57-a9a5-408a-80e0-a14d7203df77
426,Louis St. Louis,1,https://www.last.fm/music/Louis+St.+Louis,670f3946-cc8a-44fb-b1b8-4482f136e506
427,Marc Parrot,1,https://www.last.fm/music/Marc+Parrot,8e4daa5e-288a-45b1-8a7e-8a3556ead043
428,Maria McKee,1,https://www.last.fm/music/Maria+McKee,f8276a46-0c87-4d2f-a0d3-f22900f9cbfe
429,Marilyn Manson,1,https://www.last.fm/music/Marilyn+Manson,
430,Museum,1,https://www.last.fm/music/Museum,
431,Passion Pit,1,https://www.last.fm/music/Passion+Pit,daeec599-bf5d-4428-994a-e76ba5f86e2f
432,Paul Francis Webster,1,https://www.last.fm/music/Paul+Francis+Webster,b7d69ea7-2f72-43cf-881b-6dc142afdb48
433,Paul Weller,1,https://www.last.fm/music/Paul+Weller,c4406045-e640-4cfe-8b88-4732cce314d4
434,Pery Ribeiro,1,https://www.last.fm/music/Pery+Ribeiro,063d505c-cbdc-4db6-b8d1-02046d61a1e1
435,Samuel L. Jackson,1,https://www.last.fm/music/Samuel+L.+Jackson,a1c82f09-cc3a-4c94-a518-cba50d9bfab1
436,Spiritualized,1,https://www.last.fm/music/Spiritualized,65041e06-83d2-4987-ae52-c17a915fc82a
437,Stockard Channing,1,https://www.last.fm/music/Stockard+Channing,2e3020a2-6a5f-4011-beaa-302ee622d6a8
438,The Bluetones,1,https://www.last.fm/music/The+Bluetones,024bea6e-e250-4348-9e69-2dfcad38442e
439,The Go! Team,1,https://www.last.fm/music/The+Go!+Team,8a396a9c-2e4f-47e2-a587-c26e93a0953f
440,The Knack,1,https://www.last.fm/music/The+Knack,
441,The Lively Ones,1,https://www.last.fm/music/The+Lively+Ones,cd7b4151-2d66-441c-93dd-598817ef04f6
442,The Long Blondes,1,https://www.last.fm/music/The+Long+Blondes,3efd863f-6a5c-400a-9868-6ef533d51509
443,The Marketts,1,https://www.last.fm/music/The+Marketts,8d735fa3-9eb7-4f26-a1a1-5fb10013f84e
444,The Notorious B.I.G.,1,https://www.last.fm/music/The+Notorious+B.I.G.,d5d97b2b-b83b-4976-814a-056d9076c8c3
445,The Robins,1,https://www.last.fm/music/The+Robins,58bcaf1b-6d5c-478c-8eeb-14ea064d6531
446,The Statler Brothers,1,https://www.last.fm/music/The+Statler+Brothers,8f0c7db9-6d1c-446b-913c-b5c6811ca6fc
447,The Teardrop Explodes,1,https://www.last.fm/music/The+Teardrop+Explodes,8002d7ee-2a0e-4ea8-8984-3c69a81a4b7e
448,The Wonder Stuff,1,https://www.last.fm/music/The+Wonder+Stuff,323c9a5b-ca01-49ad-be39-046223a0c9ae
449,Underworld,1,https://www.last.fm/music/Underworld,ba2f4f3b-0293-4bc8-bb94-2f73b5207343
450,Urge Overkill,1,https://www.last.fm/music/Urge+Overkill,120e728a-4078-47b7-a31c-d581ade28bde
451,Vinícius de Moraes,1,https://www.last.fm/music/Vin%C3%ADcius+de+Moraes,
